iter	Logloss
0	0.437978754
1	0.2968038119
2	0.2163025764
3	0.1798605011
4	0.1435081499
5	0.1322837824
6	0.1195702052
7	0.1070742162
8	0.09852512668
9	0.09150476623
10	0.08500185039
11	0.08092161868
12	0.07795468631
13	0.07533185724
14	0.07210445574
15	0.06898856057
16	0.06595637378
17	0.06323092816
18	0.06058903463
19	0.05876588777
20	0.05713984003
21	0.05520302035
22	0.05351826976
23	0.05073272371
24	0.04909988156
25	0.04735474626
26	0.04513259767
27	0.04387713873
28	0.04286443649
29	0.04179197998
30	0.04029966278
31	0.03899457826
32	0.03747254197
33	0.03640281292
34	0.03539571451
35	0.03439669283
36	0.03332260391
37	0.0325838822
38	0.03143367184
39	0.0303301053
40	0.02924216801
41	0.02822494839
42	0.02731828442
43	0.02661943899
44	0.02566159711
45	0.02511221026
46	0.02451052515
47	0.02390866953
48	0.02313045049
49	0.02238406789
50	0.02182395806
51	0.02106380343
52	0.02055706122
53	0.0201778412
54	0.01977891176
55	0.01947928481
56	0.01915940127
57	0.01854551293
58	0.01835186779
59	0.01804666204
60	0.01767019704
61	0.01728174209
62	0.01701035781
63	0.01680108241
64	0.01645462269
65	0.01606333974
66	0.0158573671
67	0.0155471359
68	0.01529466037
69	0.0150812186
70	0.01481983663
71	0.01449703717
72	0.01407523187
73	0.01387169914
74	0.01370791331
75	0.01353523677
76	0.01327481117
77	0.01317698206
78	0.01299364908
79	0.0127181073
80	0.01245578698
81	0.01215421146
82	0.0119506241
83	0.01171522208
84	0.01155936646
85	0.01141843873
86	0.01118879887
87	0.01105637724
88	0.01087674531
89	0.01074653459
90	0.01058272377
91	0.0103560014
92	0.01027737376
93	0.0101311539
94	0.01008041696
95	0.009787238418
96	0.009692391576
97	0.009572094551
98	0.009405818528
99	0.009265577038
100	0.009125485328
101	0.008990098976
102	0.008935749199
103	0.008752191081
104	0.008680069551
105	0.008608914768
106	0.008433001486
107	0.008321195986
108	0.008095673855
109	0.007894490834
110	0.007756077527
111	0.007596711559
112	0.007436867288
113	0.007317636107
114	0.007162887365
115	0.007092090488
116	0.007032918967
117	0.00697540199
118	0.0068449104
119	0.006785887665
120	0.006685557204
121	0.006625990679
122	0.006575738628
123	0.006447374321
124	0.00637795077
125	0.006271382569
126	0.006190656046
127	0.006112815445
128	0.006010515829
129	0.005867304254
130	0.005786625847
131	0.005714953439
132	0.005678645963
133	0.005594080821
134	0.005561137176
135	0.005520652371
136	0.005408374491
137	0.005386025117
138	0.005302942108
139	0.005204625128
140	0.005174393354
141	0.005082953391
142	0.005034526283
143	0.004986669813
144	0.004969709333
145	0.00494177702
146	0.004864949578
147	0.004820553458
148	0.004783454547
149	0.004755336085
150	0.00472598745
151	0.004663912812
152	0.004612825845
153	0.004565373914
154	0.004510064756
155	0.004430785005
156	0.004349376903
157	0.0042761468
158	0.004237335329
159	0.004155488752
160	0.004097597489
161	0.004075963647
162	0.004053468098
163	0.003984763638
164	0.003984718944
165	0.00395366709
166	0.003934359878
167	0.003915784588
168	0.003884529465
169	0.003884529465
170	0.003856613819
171	0.003818928387
172	0.00375974459
173	0.003751806322
174	0.003724949243
175	0.003676158569
176	0.003676158569
177	0.003636369668
178	0.003615675817
179	0.003578385592
180	0.003544118834
181	0.003493846598
182	0.003466245234
183	0.003452840729
184	0.003429797286
185	0.003409664274
186	0.00336590542
187	0.003317264489
188	0.00327257381
189	0.003238118228
190	0.003221981716
191	0.003203586505
192	0.00317610115
193	0.003110990221
194	0.003078596326
195	0.003060410753
196	0.003053003394
197	0.003052969925
198	0.003026374029
199	0.002985676442
200	0.002985676442
201	0.002985676442
202	0.002985676442
203	0.002985676442
204	0.002985676442
205	0.002985676442
206	0.002985676442
207	0.002985678585
208	0.002985626261
209	0.002985626261
210	0.002985626261
211	0.002985626261
212	0.002985626261
213	0.002985626261
214	0.002985626261
215	0.002985626261
216	0.002985626261
217	0.002949933682
218	0.002949933682
219	0.002949933682
220	0.002949943587
221	0.002949943587
222	0.002949876872
223	0.002949876872
224	0.002949876872
225	0.002949876872
226	0.002949876872
227	0.002949876872
228	0.002949876872
229	0.002949876872
230	0.002949876872
231	0.002949876872
232	0.002949876872
233	0.002949876872
234	0.002949876872
235	0.002949876872
236	0.002949876872
237	0.002949876872
238	0.002949876872
239	0.002949876872
240	0.002949876872
241	0.002949876872
242	0.002949876872
243	0.002949876872
244	0.002949876872
245	0.002949876872
246	0.002949876872
247	0.002949876872
248	0.002949876872
249	0.002949876872
250	0.002949876872
251	0.002949876872
252	0.002949876872
253	0.002949876872
254	0.002949876872
255	0.002949876872
